epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
1,10.9325,1.57042,3.95181,1.45519,0,0,0,0,0,57.1938,0,5.716e-05,5.716e-05,5.716e-05
2,21.073,1.18614,3.49957,1.20346,0,0,0,0,0,57.4033,0,0.000126064,0.000126064,0.000126064
