epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,20.2782,0.65933,0.83686,0.8939,0,0,0,0,0,19.1719,0,0.000657637,0.000657637,0.000657637
20,21.1652,0.62561,0.79372,0.89784,0,0,0,0,0,19.7344,0,0.000684521,0.000684521,0.000684521
21,22.0774,0.58521,0.79441,0.88723,0,0,0,0,0,20.6719,0,0.000710556,0.000710556,0.000710556
22,22.9905,0.57752,0.77074,0.87884,0,0,0,0,0,22.0312,0,0.000735742,0.000735742,0.000735742
23,23.9825,0.61122,0.75396,0.88359,0,0,0,0,0,23.5469,0,0.000760079,0.000760079,0.000760079
24,24.8884,0.5928,0.74012,0.85809,0,0,0,0,0,25.0938,0,0.000783568,0.000783568,0.000783568
25,25.7846,0.58335,0.75081,0.87752,0,0,0,0,0,26.1562,0,0.000806208,0.000806208,0.000806208
26,26.6815,0.6031,0.75525,0.87773,0,0,0,0,0,26.375,0,0.000827998,0.000827998,0.000827998
27,27.5431,0.54264,0.74306,0.85476,0,0,0,0,0,24.8906,0,0.00084894,0.00084894,0.00084894
28,28.4594,0.62045,0.77846,0.90201,0,0,0,0,0,24.125,0,0.000869033,0.000869033,0.000869033
29,29.2805,0.53758,0.70991,0.86266,0,0,0,0,0,24.125,0,0.000888278,0.000888278,0.000888278
30,30.246,0.54767,0.74205,0.88932,0,0,0,0,0,25.3906,0,0.000906673,0.000906673,0.000906673
31,31.0964,0.51495,0.70664,0.86702,0,0,0,0,0,28.3438,0,0.00092422,0.00092422,0.00092422
32,31.9681,0.53088,0.68868,0.87736,0,0,0,0,0,31.9531,0,0.000940918,0.000940918,0.000940918
33,32.884,0.52537,0.68611,0.88002,0,0,0,0,0,31.9531,0,0.000956767,0.000956767,0.000956767
34,33.765,0.50525,0.66906,0.86069,0,0,0,0,0,39.25,0,0.000962146,0.000962146,0.000962146
35,34.6789,0.49578,0.68868,0.83574,0,0,0,0,0,48.75,0,0.000947999,0.000947999,0.000947999
36,35.6287,0.5374,0.68222,0.88463,0,0,0,0,0,60.75,0,0.000933851,0.000933851,0.000933851
37,36.5063,0.51593,0.67784,0.8704,0,0,0,0,0,60.75,0,0.000919704,0.000919704,0.000919704
38,37.4649,0.53533,0.66722,0.86108,0,0,0,0,0,73.5,0,0.000905557,0.000905557,0.000905557
39,38.3274,0.4939,0.6381,0.84804,0,0,0,0,0,85.3125,0,0.00089141,0.00089141,0.00089141
40,39.1883,0.4814,0.63592,0.84171,0,0,0,0,0,94.8125,0,0.000877263,0.000877263,0.000877263
41,40.0056,0.49966,0.64815,0.85656,0,0,0,0,0,94.8125,0,0.000863116,0.000863116,0.000863116
42,40.7922,0.46177,0.63943,0.85335,0,0,0,0,0,108.375,0,0.000848969,0.000848969,0.000848969
43,41.578,0.43585,0.59497,0.83464,0,0,0,0,0,123.812,0,0.000834822,0.000834822,0.000834822
44,42.4163,0.45064,0.59697,0.84997,0,0,0,0,0,145.5,0,0.000820675,0.000820675,0.000820675
45,43.1839,0.46404,0.62204,0.84335,0,0,0,0,0,145.5,0,0.000806528,0.000806528,0.000806528
46,44.0932,0.441,0.60067,0.84295,0,0,0,0,0,154.375,0,0.00079238,0.00079238,0.00079238
47,44.9133,0.43943,0.59421,0.83318,0,0,0,0,0,159.125,0,0.000778233,0.000778233,0.000778233
48,45.6984,0.43048,0.58523,0.82833,0,0,0,0,0,154.25,0,0.000764086,0.000764086,0.000764086
49,46.4724,0.40215,0.556,0.83478,0,0,0,0,0,154.25,0,0.000749939,0.000749939,0.000749939
50,47.3385,0.42155,0.55605,0.82831,0,0,0,0,0,149,0,0.000735792,0.000735792,0.000735792
51,48.2163,0.3996,0.55758,0.82242,0,0,0,0,0,153.625,0,0.000721645,0.000721645,0.000721645
52,49.1215,0.41433,0.5892,0.83912,0,0,0,0,0,170.625,0,0.000707498,0.000707498,0.000707498
53,49.8972,0.46167,0.58111,0.83356,0,0,0,0,0,170.625,0,0.000693351,0.000693351,0.000693351
54,50.7559,0.41053,0.55611,0.84927,0,0,0,0,0,201.375,0,0.000679204,0.000679204,0.000679204
55,51.5819,0.41051,0.55688,0.84663,0,0,0,0,0,241,0,0.000665057,0.000665057,0.000665057
56,52.3849,0.40473,0.55687,0.82805,0,0,0,0,0,273.75,0,0.000650909,0.000650909,0.000650909
57,53.1528,0.3762,0.5451,0.82734,0,0,0,0,0,273.75,0,0.000636762,0.000636762,0.000636762
58,53.9717,0.40192,0.5515,0.84541,0,0,0,0,0,301.75,0,0.000622615,0.000622615,0.000622615
59,54.7608,0.43102,0.58131,0.85293,0,0,0,0,0,324.25,0,0.000608468,0.000608468,0.000608468
60,55.5776,0.39069,0.54064,0.82843,0,0,0,0,0,345.25,0,0.000594321,0.000594321,0.000594321
61,56.3416,0.39273,0.53981,0.82862,0,0,0,0,0,345.25,0,0.000580174,0.000580174,0.000580174
62,57.2516,0.40376,0.52943,0.82719,0,0,0,0,0,353.5,0,0.000566027,0.000566027,0.000566027
63,57.9627,0.37557,0.5233,0.8167,0,0,0,0,0,355.25,0,0.00055188,0.00055188,0.00055188
64,58.744,0.36799,0.51045,0.81458,0,0,0,0,0,369.25,0,0.000537733,0.000537733,0.000537733
65,59.4697,0.40907,0.51424,0.83102,0,0,0,0,0,369.25,0,0.000523586,0.000523586,0.000523586
66,60.2728,0.36498,0.50304,0.8263,0,0,0,0,0,400.5,0,0.000509438,0.000509438,0.000509438
67,60.9958,0.35216,0.4978,0.81794,0,0,0,0,0,425.25,0,0.000495291,0.000495291,0.000495291
68,61.7825,0.36229,0.51099,0.82282,0,0,0,0,0,425.25,0,0.000481144,0.000481144,0.000481144
69,62.4546,0.35196,0.50265,0.81243,0,0,0,0,0,425.25,0,0.000466997,0.000466997,0.000466997
70,63.2628,0.32681,0.48117,0.80332,0,0,0,0,0,414.5,0,0.00045285,0.00045285,0.00045285
71,63.9815,0.36009,0.49226,0.84298,0,0,0,0,0,402.25,0,0.000438703,0.000438703,0.000438703
72,64.7363,0.37209,0.50409,0.83467,0,0,0,0,0,400.75,0,0.000424556,0.000424556,0.000424556
73,65.4231,0.33367,0.48078,0.83312,0,0,0,0,0,400.75,0,0.000410409,0.000410409,0.000410409
74,66.1495,0.34038,0.47863,0.82308,0,0,0,0,0,388.75,0,0.000396262,0.000396262,0.000396262
75,66.907,0.35609,0.51206,0.83153,0,0,0,0,0,376.5,0,0.000382115,0.000382115,0.000382115
76,67.6927,0.33912,0.49144,0.81475,0,0,0,0,0,373.25,0,0.000367967,0.000367967,0.000367967
77,68.4126,0.33316,0.47234,0.80501,0,0,0,0,0,373.25,0,0.00035382,0.00035382,0.00035382
78,69.3555,0.32531,0.46254,0.82305,0,0,0,0,0,382,0,0.000339673,0.000339673,0.000339673
79,70.1786,0.32861,0.46396,0.82033,0,0,0,0,0,393,0,0.000325526,0.000325526,0.000325526
80,70.935,0.32881,0.45707,0.84091,0,0,0,0,0,397.75,0,0.000311379,0.000311379,0.000311379
81,71.6817,0.29692,0.46807,0.80596,0,0,0,0,0,397.75,0,0.000297232,0.000297232,0.000297232
